Akan tetapi ternyata Mandor Bacan tetap tidak kapok untuk membalas dendam kepada Murtado. Mandor Bacan dan Bek Lihun kemudian mendatangkan tiga pembunuh bayaran dari daerah Kebayoran Lama. ketiga pembunuh bayaran itu bernama Boseh, Kepleng, dan Boneng. Mereka dibayar untuk membunuh Murtado.;1
Malam itu Murtado sedang tidur di rumahnya. Ketiga pembunuh bayaran itu menyelinap masuk ke dalam rumah Murtado. Tetapi Murtado menyadari kedatangan tiga pembunuh bayaran itu. Ia mengatur siasat untuk mengalahkan musuhnya. Ia mematikan lampu sehingga ketiga pembunuh bayaran itu kebingungan untuk menyerang Murtado. Kebingungan itu membuat Kepleng salah mengarahkan goloknya. Ia mengira bahwa orang yang berada di depannya adalah Murtado. Ternyata orang itu adalah Boseh. Dengan keahlian bela dirinya, Murtado dapat mengalahkan Kepleng dan Bonong.;1
Ketika itu, daerah Kemayoran sedang terancam oleh kelakuan segerombol perampok yang dipimpin oleh Warsa. Selain merampok, mereka juga tidak segan untuk membunuh rakyat. Murtado terpanggil untuk menghentikan kekejaman Warsa dan gerombolannya. Ditemani Saomin dan Sarpin, Murtado pun pergi mencari Warsa.;1
Akhirnya Bang Maman meminta bantuan Patme supaya berpura-pura menjadi istri simpanan Salim. Patme setuju atas permintaan Bang Maman. Kemudian Patme datang ke rumah Salim dan berbicara dengan Ijah. Patme mengaku sebagai istri Salim. Patme dan Ijah bertengkar. Ijah merasa kecewa dan marah kepada Salim.;1
Perempuan itu masuk ke bilik kamar. Sekarang sudah senja. Waktunya bekerja. Dia sudah berusaha menguburkan keletihannya di pagi hari tadi. Hanya saja rasa letih itu seakan-akan sudah menjadi bagian dari kehidupannya. Beban yang berat membawanya untuk masuk lebih dalam ke bilik kamar yang hanya ditutupi oleh kain. Bilik itu bagian belakang dari sebuah warung remang-remang di pinggiran kota. Tempat di mana dia sekarang membanting tulang demi hidupnya dan keluarganya di sebuah kampung. Di dalam bilik itu sudah menunggu seorang lelaki yang menyambutnya dengan sebuah pertanyaan.;1
Bertahun silam, seorang mandor penebangan kayu melihatnya sedang mandi di sebuah telaga. Akhirnya terjadilah peristiwa yang merenggut kegadisannya sekaligus menimbulkan tumbuhnya janin di perutnya. Dia tadinya tidak bisa terima. Begitu lahir, bayi itu ditinggalkannya dengan kedua orangtuanya sementara dia lari ke kota. Kini dia sadar harus berbuat sesuatu untuk menghidupi anak yang pernah dikandungnya. Walau bagaimanapun dia adalah darah dagingnya. Dia ibu dari anak itu. Dari tempat paling hina di dunia ini, warung remang-remang tempat dia menjajakan badan, dia selalu diingatkan pada hal itu. Apapun. Apapun harus ia lakukan demi kehidupannya dan anak itu.;1
"Kamu cantik sekali. Marilah dekat ke sini. Suara itu membuyarkan lamunannya. Pada awalnya dia tampak ragu untuk meladeni rayuan lelaki itu. Akan tetapi sebentar tadi, masa lalu yang kelam sudah menyeretnya pada sebuah kesadaran; dia ingin melupakan kepahitan hidupnya. Melupakan deritanya pada sosok lelaki yang menistakan dirinya, pada sosok jabang bayi yang meruak dari celah selangkangannya, pada kesadaran bawa dia adalah perempuan yang sewaktu-waktu mudah dihempas oleh jerat nafsu. Kali ini, dia membulatkan tekad untuk berkuasa sepenuhnya pada daya tubuhnya. Hanya itu yang dia punya. Hanya itu. Maka...";1
Bergairahlah lelakiku. Aku ingin sekali menyempurnakan keinginanmu.;1
Lelaki itu tersenyum lebar. Dia mengulurkan segelas minuman pada perempuan itu yang segera disambut dan dituntaskan dalam satu tegukan. Mereka tenggelam dalam pelukan dan ciuman.;1
Tanggung jawab terhadap keluarga. Contoh: seorang ibu hidup dengan tiga anak. karena suaminya meninggal dia harus bekerja untuk memenuhi kebutuhan hidup anak-anaknya. walaupun harus menjadi pelacur sekalipun. karena demi memberikan kehidupan dan bertanggung jawab atas ketiga anaknya.;1
Seorang perempuan muda datang menghadap. Kabayan mengamati perempuan itu. Wajahnya cantik sekali, tak kalah dengan artis sinetron. Pantas saja kalau ia menjadi istri simpanan pejabat. Kabayan sendiri, kalau jadi pejabat, mungkin berpikir untuk menjadikannya selingkuhan. Ah... Kabayan, otakmu ngeres. Pantas saja tuhan tidak memercayaimu jadi pejabat. Kalau jadi, mungkin kamu tak akan mampu menjalaninya dengan baik. Kamu akan mudah tergoda tiga penyakit pejabat, yaitu harta, tahta, dan wanita.;1
"Sampai saat ini belum sih, tapi lihat tubuh saya! Jawab Tamu Kabayan sambil memperlihatkan tubuhnya yang subur. ""Tubuh saya makin tak seksi. Suatu waktu saya benar-benar tak seksi. Suami saya pasi tak akan suka lagi sama saya. Jadi, tolong bantu saya, kuruskan tubuh ini.""";1
Menit demi menit berlalu dan mataku masih tak bisa terpejam. Aku menyilangkan kakiku kuat-kuat pada guling. Iseng-iseng, aku menggerakkan tubuhku naik turun. Eh, ternyata asyik juga rasanya. Jantungku berdebar, tapi aku senang.;1
Aku menemukan permainan baru yang mengasyikkan. Sesekali, aku memasukkan tanganku ke dalam celana. Aku mengulang. Lagi dan lagi.;1
Kasuari memiliki badan besar dan sayap lebar. Dia mampu terbang tinggi. Namun, Kasuari amat serakah. Dia memetik banyak sekali buah yang telah masak. Buah-buahan itu  disembunyikan di bawah sayap- nya sehingga burung-burung lain tidak kebagian. Burung-burung lain mengetahui keserakahan Kasuari. Oleh karena itu, tidak seekor burung pun mau berteman dengannya. Meski demikian, Kasuari tidak memedulikannya.;0
Lama-kemalaan Kasuari semakin serakah. Tidak hanya buah-buahan di pohon saja yang diambilnya, tetapi juga buah-buahan yang jatuh ke tanah. Burung-burung lain pun jengkel. Mereka mencari cara agar Kasuari sadar dari sifat serakahnya. ”Bagaimana jika lomba terbang? Siapa yang mampu terbang tinggi dan paling jauh, dialah pemenangnya. Kalau Kasuari kalah, dia tidak boleh mencurangi kita lagi,” usul Dara Makota.;0
”Siapa yang bisa melawan Kasuari? Badannya besar. Sayapnya lebar. Sekali mengepakkan sayap, dia pasti bisa terbang jauh. Kita tidak akan menang,” jawab Pipit pesimis. ”Ingat, kita harus menggunakan akal. Serahkan semuanya kepadaku. Aku akan melawannya dalam perlombaan ini,” kata Dara Makota sambil tersenyum. Dia berusaha meyakinkan teman-temannya. Teman-teman Dara Makota saling berpandangan. Mereka bertanyatanya dalam hati. Mungkinkah Dara Makota yang bertubuh kecil dapat mengalahkan Kasuari yang besar? Dara Makota menyampaikan tantangannya kepada Kasuari. Kasuari menyetujui tantangan Dara Makota.;0
Saat pertandingan tiba, semua burung hadir untuk menyaksikan. Dengan sombongnya Kasuari menertawakan Dara Makota. ”Sudahlah, kamu menyerah saja daripada mendapat malu,” ejek Kasuari. Dara Makota bergeming. ”Siapa yang tertawa belakangan, dia yang menang,” sahut Dara Makota. Kasuari dan Dara Makota pun bertanding. Mereka melesat dengan kencang. Kasuari terbang cepat sekali. Sesekali Kasuari menoleh Dara Makota yang berada di belakangnya. Dia takut jika Dara Makota menyusulnya. Saat asyik menoleh, tiba-tiba... BRAAK.... Kasuari menabrak batang pohon. Sebelah sayapnya pun patah. Semua yang hadir tertegun, tetapi Kasuari tak mau menyerah. Dia berusaha bangkit dan mengepakngepakkan sayapnya. Sayangnya, dia terus terjatuh dan menggelepar di tanah. ;0
Sementara itu, Dara Makota terus melesat jauh meninggalkan Kasuari. Kasuari hanya dapat memandang Dara Makota dengan rasa malu. Sekarang dia baru tahu rasanya menjadi makhluk lemah. Selama ini dia selalu merasa menjadi burung terhebat. Namun, dalam sekejap dia tidak mampu terbang lagi. Beberapa burung lain turun ke tanah. Mereka membantu Kasuari. Kasuari semakin malu karena selama ini dia telah mencurangi mereka. Sejak saat itu, Kasuari sadar dan mengubah perilakunya. Namun sayang sekali, sejak saat itu pula Kasuari tidak bisa terbang lagi. Dia harus mencari makan di tanah.;0
Putri Tangguk tinggal bersama suami dan ketujuh anaknya di daerah Jambi. Putri Tangguk memiliki sepetak sawah yang ditanami padi. Anehnya, setiap selesai panen, padinya selalu muncul dan siap untuk dipanen kembali. Bahkan, ketujuh lumbung Putri Tangguk hampir penuh untuk menampung hasil panennya. Saat panen terakhir, Putri Tangguk mengajak suami dan semua anaknya ke sawah. Mereka memasukkan hasil panen ke gerobak. ”Panen sudah selesai. Sepertinya, persediaan padi kita sudah cukup untuk beberapa bulan,” kata Putri Tangguk. Kemudian, mereka mendorong gerobak bersama-sama.;0
Di tengah perjalanan, Putri Tangguk jatuh terpeleset. ”Aduuuuh...,” teriak Putri Tangguk. ”Hati-hati, Bu. Semalam hujan deras. Jalannya menjadi licin,” kata suami Putri Tangguk sambil membantunya berdiri. ”Gara-gara hujan, jalannya licin. Perjalanan ke rumah masih jauh, bisa-bisa aku terjatuh lagi,” gerutu Putri Tangguk. Putri Tangguk mengambil padi dari gerobaknya. Kemudian, padi ditebar di jalan. Melihat perilaku ibunya, si anak sulung pun bertanya. ”Apa yang Ibu lakukan? Mengapa Ibu membuang padi itu ke jalan?” ”Ibu tidak membuang padi. Padi ini Ibu gunakan sebagai pengganti pasir. Ibu menebarnya agar jalan ini tidak licin lagi,” jawab Putri Tangguk.;0
”Istriku, bukankah padi itu untuk kita makan? Tidak baik rasanya jika membuang-buang makanan,” nasihat suami Putri Tangguk. Putri Tangguk tidak mengindahkan nasihat suaminya. Bahkan, Putri Tangguk membantahnya. ”Masa bodoh. Bukankah padi kita sudah banyak. Apa kau mau aku terjatuh lagi dan tulangku patah?” bantah Putri Tangguk sambil terus menebar padi ke jalan. Setelah panen terakhir, Putri Tangguk tidak pernah kembali ke sawah. Ia berada di rumah untuk merawat ketujuh anaknya.;0
Suatu malam anak bungsu Putri Tangguk merengek karena lapar. Akhirnya, Putri Tangguk ke dapur untuk mengambil nasi. Alangkah terkejutnya ketika ia mendapati pancinya kosong. ”Mengapa panci ini kosong? Bukankah tadi masih tersisa sedikit nasi?” tanya Putri Tangguk dalam hati. Karena si bungsu terus merengek, Putri Tangguk pun memutuskan untuk menanak nasi. Namun, Putri Tangguk kembali terkejut ketika mendapati beras yang ia simpan dalam kaleng juga menghilang. ”Ke mana perginya beras itu? Aku ingat masih banyak beras di sini sebelumnya. Jangan-jangan ada orang yang mencurinya,” kata Putri Tangguk. Kemudian, Putri Tangguk membujuk anak bungsunya untuk tidur. Besok ia berencana untuk menumbuk padi yang disimpan di lumbungnya.;0
agi harinya Putri Tangguk terkejut mendengar teriakan suaminya. ”Istriku...istriku...cepat kemari,” teriak suami Putri Tangguk. Putri Tangguk segera berlari menemui suaminya. Ia menghampiri suaminya yang berada di depan pintu lumbung. Ia pun bertanya kepada suaminya. ”Ada apa suamiku?” tanya Putri Tangguk dengan cemas. ”Aku tidak tahu, istriku. Lumbung ini sudah kosong saat aku membukanya,” jawab suami Putri Tangguk. Putri Tangguk dan suaminya bergegas memeriksa lumbung yang lain. Betapa terkejutnya mereka ketika mendapati ketujuh lumbungnya telah kosong. Putri Tangguk pun menangis. ”Apa yang terjadi padaku? Tadi malam nasi dan beras hilang. Sekarang padi di lumbung pun juga ikut menghilang,” jerit Putri Tangguk.;0
”Jangan cemas, istriku. Bukankah kita masih memiliki sawah. Besok kita ke sawah. Siapa tahu padinya telah menguning,” hibur suami Putri Tangguk. Keesokan paginya Putri Tangguk mengikuti suaminya ke sawah dengan cemas. Setibanya di sawah, tangis Putri Tangguk semakin keras karena mendapati sawahnya telah berubah menjadi semak belukar. Putri Tangguk menagis seharian. Bahkan, ia tidak mau pulang dan menunggui sawahnya hingga tertidur. Dalam mimpinya, Putri Tangguk didatangi segerombolan padi yang dapat berbicara. ”Hai, Putri Tangguk. Inilah buah dari kesombonganmu. Masih ingatkah engkau ketika membuang kami ke jalan?” tanya padi-padi itu. ”Kau telah menghina kami. Kau telah menjadikan kami pasir untuk alas jalanmu. Kami ini dipanen untuk dimakan, bukan untuk dibuang sembarangan. Dengan membuang kami, berarti kamu tidak membutuhkan kami untuk makananmu,” kata padi-padi itu lagi. Putri Tangguk hanya bisa diam dan tidak menjawab. Ia menyesali kebodohannya. Ia pun memohon maaf kepada padi-padi itu.;0
”Tak bisakah kalian memaafkanku? Aku telah menyesali perbuatanku,” kata Putri Tangguk sambil menangis. ”Sekarang kau dan keluargamu harus bekerja keras. Bersihkan sawah ini, bajaklah, lalu tanamlah kami kembali. Setelah tiga bulan, barulah kalian dapat memanen kami kembali,” jawab padi-padi itu. Ketika Putri Tangguk ingin menjawab, ia tersentak bangun dari tidurnya. Putri Tangguk pun kembali pulang. Kemudian, ia menceritakan mimpinya kepada suaminya. Keesokan harinya keluarga Putri Tangguk bergotong royong membersihkan sawah dan menanam padi. Ia dan keluarganya merawat sawah dan menjaga padinya dengan baik. Mereka menunggu dengan sabar hingga padi yang mereka tanam siap dipanen. Putri Tangguk juga berjanji tidak akan menyia-nyiakan sebutir padi pun hasil panen dari sawahnya.;0
Suatu sore Si Pitung melihat kelakuan anak buah Babah Liem yang sewenang-wenang. Babah Liem adalah tuan tanah di daerah tempat tinggal Si Pitung. Dia dan anak buahnya sering merampas harta rakyat dan menarik pajak tinggi. Sebagian hasil rampasan itu diberikan kepada pemerintah Belanda.;0
Si Pitung bertekad untuk melawan anak buah Babah Liem. Kemudian, dia berguru kepada Haji Naipin, seorang ulama yang juga pandai ilmu bela diri. Si Pitung cepat menguasai semua ilmu yang diajarkan oleh Haji Naipin. ”Pitung, gunakan ilmu yang kuberikan untuk membela orangorang yang tertindas. Jangan sekali-kali kau gunakan ilmumu ini untuk menindas orang lain,” pesan Haji Naipin.;0
Sekarang Si Pitung sudah siap melawan anak buah Babah Liem. Dia menghentikan ulah anak buah Babah Liem yang sedang merampas harta rakyat jelata. ”Heh, Anak Muda! Siapa kau? Beraninya menghentikan kami!” tanya salah satu anak buah Babah Liem. ”Kalian tak perlu tahu siapa aku. Yang jelas, aku akan menghentikan ulah kalian selamanya,” jawab Si Pitung. Anak buah Babah Liem menyerang Si Pitung. Namun, Si Pitung bisa mengalahkan mereka semua.;0
Sejak saat itu, nama Si Pitung terkenal di kalangan penduduk. Si Pitung memutuskan untuk mengabdikan hidupnya pada rakyat jelata. Dia bertekad untuk mengambil kembali hak yang sudah dicuri oleh tuan tanah dan mengembalikannya kepada rakyat. Dia mengajak beberapa temannya untuk bergabung dengannya.;0
Kelakuan Si Pitung tidak disukai oleh tuan tanah dan juga pemerintah Belanda. Mereka mengeluarkan perintah untuk menangkap Si Pitung. Namun, Si Pitung amat cerdik. Dia selalu berpindah tempat sehingga pemerintah Belanda dan juga tuan tanah tidak bisa menangkapnya. Karena kesal, pemerintah Belanda menggunakan cara licik.;0
Mereka menangkap Pak Piun, ayah Si Pitung dan Haji Naipin. Salah satu pejabat pemerintah Belanda yang bernama Schout Heyne mengumumkan bahwa jika Si Pitung tak menyerah, Pak Piun dan Haji Naipin akan dihukum. Si Pitung mendengar berita tentang penangkapan ayah dan gurunya itu. Kemudian, dia menghadap Schout Heyne dan menyerahkan diri. Dia tak mau ayah dan gurunya menderita. ”Pitung, kau telah meresahkan banyak orang dengan kelakuanmu itu. Untuk itu, kau harus dihukum tembak,” kata Schout Heyne. ”Kau tidak keliru? Bukannya kau dan tuan tanah itu yang meresahkan orang banyak? Aku tidak takut dengan ancamanmu!” jawab Si Pitung. Schout Heyne benar-benar melaksanakan ancamannya. Si Pitung dihukum tembak. Hidup Si Pitung berakhir di ujung peluru. Namun, kisah kepahlawanannya tetap dikenang. Si Pitung, si pahlawan rakyat jelata.;0
Roro Jonggrang adalah seorang putri dari Kerajaan Prambanan. Raja Prambanan, ayah Roro Jonggrang gugur dalam pertarungan melawan Bandung Bondowoso dari Kerajaan Pengging. Akibatnya, Bandung Bondowoso menguasai Kerajaan Prambanan. Bandung Bondowoso yang tamak menginginkan Roro Jonggrang sebagai permaisurinya. Roro Jonggrang yang tidak mau diperistri oleh Bandung Bondowoso pun mengajukan sebuah syarat.;0
”Aku bersedia menjadi permaisurimu, Bandung Bondowoso. Tetapi, ada syarat yang harus kau penuhi. Jika berhasil, aku akan menikah denganmu. Namun, jika kau gagal izinkan aku pergi,” kata Roro Jonggrang. ”Apa pun yang kau minta akan aku penuhi, Roro Jonggrang. Jika aku gagal memenuhinya, aku akan mengembalikan kerajaan ini kepadamu,” sahut Bandung Bondowoso angkuh. ”Aku minta kau membangun seribu candi untukku. Semua harus selesai sebelum matahari terbit esok.” Sahut Roro Jonggrang.;0
”Baiklah, aku pasti berhasil memenuhi syarat yang kau buat.” Jawab Bandung Bondowoso angkuh. Bandung Bondowoso meminta bantuan pasukan jin untuk membangun seribu candi. Dalam sekejap, bangunan candi mulai tampak. Roro Jonggrang panik, dia mengadu kepada Bi Sumi, dayang kepercayaannya. Bi Sumi mempunyai ide untuk menggagalkan pekerjaan Bandung Bondowoso. Dia segera memerintahkan para dayang untuk menumbuk lesung dan membakar jerami. Suara lesung bertalu-talu dan semburat api yang memerah di langit membuat suasana seperti pagi hari. Ayam-ayam jantan berkokok bersahut-sahutan. Mendengar kokok ayam jantan, pasukan jin terkejut. ”Hari sudah pagi, kami harus pergi.” Teriak pasukan jin sambil bergegas meninggalkan Bandung Bondowoso dan candi-candi yang telah mereka bangun.;0
Roro Jonggrang mendatangi Bandung Bondowoso. Roro Jonggrang segera menghitung candi-candi yang sudah selesai. ”Candi-candi ini hanya ada 999. Kurang satu candi.” Kata Roro Jonggrang kepada Bandung Bondowoso. Bandung Bondowoso tidak percaya dengan perkataan Roro Jonggrang. Dia segera menghitung banyak candi dan ternyata memang benar hanya ada 999 candi. Bandung Bondowoso marah besar. ”Aku tidak akan kalah, Roro Jonggrang. Aku akan mendapatkan seribu candi seperti yang kau inginkan.”;0
”Kenyataannya candi yang kau buat kurang satu, Bandung Bondowoso. Kau tetap harus menepati janjimu.” Sahut Roro Jonggrang. ”Kalau begitu, akan kuubah kau menjadi candi keseribu.” Dengan kesaktiannya, Bandung Bondowoso mengubah Roro Jonggrang menjadi patung batu. Patung itulah yang menjadi candi keseribu. Candi-candi itu hingga kini masih berdiri tegak di wilayah Prambanan.;0
Manik Angkeran adalah putra Sidhimantra, seorang Brahmana. Manik Angkeran dan ayahnya tinggal di Kerajaan Daha, Bali saat Pulau Bali belum terpisah dengan Pulau Jawa. Manik Angkeran suka sekali menghambur-hamburkan harta orang tuanya. Berulang kali Sidhimantra menasihati anaknya. Namun, Manik Angkeran tidak mau mendengarkan nasihat ayahnya. Harta orang tuanya pun dihabiskan. Bahkan, dia berani berutang kepada orang lain. Pada akhirnya Manik dikejar-kejar penagih utang. Sidhimantra tidak tega. Hartanya sudah habis, tapi Sidhimantra tidak mau anaknya celaka.;0
Suatu saat, Sidhimantra mendapat petunjuk lewat mimpi untuk meminta pertolongan pada Naga Besukih di Gunung Agung. Naga Besukih adalah naga hijau besar, ekornya penuh dengan emas dan permata. Sidhimantra segera bergegas untuk menemui Naga Besukih di Gunung Agung. Sidhimantra menjelaskan maksud kedatangannya kepada Naga Besukih. Sidhimantra meminta sedikit harta untuk membayar utangutang Manik Angkeran. Naga Besukih bersedia untuk membagi sebagian hartanya. Naga Besukih mulai menggoyang-goyangkan ekornya, seketika beberapa emas dan permata pun rontok.;0
Sayangnya, harta yang didapat ayahnya kembali digunakan Manik Angkeran untuk berfoya-foya. Manik Angkeran yang kehabisan harta akhirnya mencari tahu tempat ayahnya mendapat harta. Seseorang memberitahunya bahwa Sidhimantra memperoleh harta dari Naga Besukih. Manik Angkeran segera menemui Naga Besukih di Gunung Agung seperti yang telah dilakukan ayahnya. ”Naga Besukih, sudilah kiranya kau bagi sedikit hartamu untuk membayar utang-utangku,” kata Manik Angkeran kepada Naga Besukih. ”Aku sudah memberi ayahmu, Sidhimantra emas dan permata. Apakah itu masih kurang?” kata Naga Besukih sedikit kesal.;0
”Aku mohon, beri aku sedikit lagi hartamu Naga Besukih yang murah hati,” mohon Manik Angkeran kepada Naga Besukih. ”Baiklah, aku akan mengabulkan permintaanmu, asal kau berjanji tidak akan berfoya-foya lagi,” kata Naga Besukih. Naga Besukih akhirnya luluh. Dia mulai menggoyangkan ekornya. Manik Angkeran silau melihat begitu banyak emas dan permata yang menempel di ekor Naga Besukih.;0
Dia segera memotong ekor Naga Besukih dengan pedang. Namun, Naga Besukih berhasil menghindar. Dia segera menyemburkan api dari mulutnya sehingga Manik Angkeran terbakar menjadi abu. Sidhimantra yang melihat kejadian itu segera memohon kepada Naga Besukih untuk menghidupkan kembali Manik Angkeran. ”Wahai Naga Besukih, sudikah kau menghidupkan kembali anakku Manik Angkeran? Beri dia kesempatan untuk memperbaiki diri,” mohon Sidhimantra. ”Aku akan menghidupkan Manik Angkeran lagi. Tapi dengan satu syarat, Manik Angkeran tidak boleh pulang bersamamu. Dia harus tinggal bersamaku dan menjadi muridku. Aku akan mengajarkan dia menjadi orang yang baik dan berilmu.” Kata Naga Besukih sambil menghela napas.;0
”Baiklah, Naga Besukih. Aku serahkan anakku kepadamu untuk dididik menjadi anak yang baik,” jawab Sidhimantra. Akhirnya, Manik Angkeran hidup kembali. Sidhimantra segera mengeluarkan tongkat dan membuat garis memisahkan dirinya dan anaknya. Garis itu mengeluarkan air yang deras dan memisahkan Gunung Agung dengan sekitarnya. Sampai sekarang, garis itu dikenal sebagai Selat Bali yang memisahkan Pulau Jawa dan Pulau Bali.;0
